Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Rating color,Rating text
Gupta's Rasoi,New Delhi,"B-6, Commercial Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",North Indian,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Hangchuaa's Chinese Food Corner,New Delhi,"D-65, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Chinese,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
High On Burgers,New Delhi,"Shop 1, C-61/2, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Fast Food,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Hot Paprika,New Delhi,"14, Arjun Nagar, Near Sukhmani Hospital, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Chinese, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Jalsa,New Delhi,"43, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Chinese,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
KPG Express,New Delhi,"Humayunpur Chowk, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Le Himalaya,New Delhi,"107/A, Ground Floor, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Tibetan, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Lunia Italian,New Delhi,"B 3/1, Shanti Niwas, Arjun Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Mahipal Dhaba,New Delhi,"D 70, Humanyunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Morong Ki,New Delhi,"B-106, NCC Gate, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Naga,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Moti Mahal Delux - Tandooori Trail,New Delhi,"159, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Pooja Take Away Kitchen,New Delhi,"House 36-A, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Red Chilli,New Delhi,"A-1/153, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Saturn,New Delhi,"70/B, Humayun Pur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Fast Food, North Indian",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Smokey Flavours,New Delhi,"106, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Subway,New Delhi,"A-1, Arjun Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","American, Fast Food, Salad, Healthy Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Sugar Loft,New Delhi,"Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Sugary Affairs,New Delhi,"B-3/91, Ground Floor, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Baking Fusion,New Delhi,"94-A, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Belly Giggles,New Delhi,"70-E, 1st Floor, NCC Gate, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Naga, Tibetan, Chinese, Bakery",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Chef Restaurant,New Delhi,"70, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Yo Tibet,New Delhi,"119-A, Upper Ground Floor, Near NCC Gate, Humanyunpur Village, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Chinese, Tibetan, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Cafe Rock 'n' Rolla,New Delhi,"Shop 5 & 6, DDA Market, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Fast Food, American, Italian",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Charcoal,New Delhi,"B-6/5, Ground Floor, Shopping Centre, Opposite Deer Park, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","European, North Indian",Indian Rupees(Rs.),Yes,Yes,No,No,Yellow,Good
Chawla Chicken,New Delhi,"Shop 1, Central Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Freedom Corner,New Delhi,"C-119, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Chinese, Tibetan",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Kori's,New Delhi,"R-62/1, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Cafe, Korean",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Mizo Diner,New Delhi,"85, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Tibetan",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Rainbows,New Delhi,"Shop 2, AB-6, Community Center, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Fast Food, Desserts",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Rajinder Xpress,New Delhi,"AB-4, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
RDX,New Delhi,"AB-4, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Chinese, Mughlai",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
Sumo Sushi,New Delhi,"Shop 13, B6, DDA Market, Chaudhary Harsukh Marg, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Sushi,Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
The Categorical Eat Pham,New Delhi,"120-A, Ground Floor, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",North Eastern,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
The Hungry Monkey,New Delhi,"B-6/6, DDA Market, Opposite Deer Park, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","European, Italian",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
Treat Up Cafe and Restaurant,New Delhi,"House 20F, Basement, Gali 1, Krishna Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Cafe, American, Continental, Nepalese",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Weird Time Food,New Delhi,"Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Continental, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Amor Kitchen,New Delhi,"65-E, Arjun Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
CHA! WA!!,New Delhi,"111, Chaudhary Hukum Chand Marg, Humayuour, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Fast Food, Beverages, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chip N Dale,New Delhi,"165, LGF, Humayupur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Continental, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chocolangels,New Delhi,"B5/204, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Home Kitchen,New Delhi,"Humanyupur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, South Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Laziz Foods,New Delhi,"B-2 Market, Behind Indian Overseas Bank, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Mughlai, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Mummy's Food Corner,New Delhi,"87/A, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Assamese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Riyaz Biryani Corner,New Delhi,"B-61, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Safdarjung Club,New Delhi,"B-4 Block, Opposite Kamal Cinema, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Chinese, North Indian, Fast Food, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Starup Catering,New Delhi,Safdarjung Enclave,Safdarjung,"Safdarjung, New Delhi","Chinese, Mughlai, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Chinese & Thai Restaurant,New Delhi,"85-B, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Chinese, Thai",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Cafe Coffee Day,New Delhi,"B6/6, Commercial Complex, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Red,Poor
Zustt Yummy,New Delhi,"70 B, LGF, Safdarjung Enclave, New Delhi, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Red,Poor
Cafe Hashtag LoL,New Delhi,"AB-11, DDA Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Cafe, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,No,Green,Very Good
Dirty Apron,New Delhi,"B6-7/22, 2nd Floor, Opposite Deer Park, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","European, Asian",Indian Rupees(Rs.),Yes,Yes,No,No,Green,Very Good
Hornbill,New Delhi,"104/A, Basement Backside NCC Gate, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",Naga,Indian Rupees(Rs.),No,No,No,No,Green,Very Good
Napoli Pizza,New Delhi,"Safdarjung Enclave, New Delhi",Safdarjung,"Safdarjung, New Delhi",Pizza,Indian Rupees(Rs.),No,Yes,No,No,Green,Very Good
Rajinder Da Dhaba,New Delhi,"AB-14, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,Green,Very Good
The Piano Man Jazz Club,New Delhi,"B-6-7/22, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Mexican, American",Indian Rupees(Rs.),Yes,Yes,No,No,Green,Very Good
Tossin Pizza,New Delhi,"B-6/2, Safdarjung Enclave, Opposite Deer Park, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi","Pizza, Italian",Indian Rupees(Rs.),Yes,Yes,No,No,Green,Very Good
Big Belly Burger,New Delhi,"Freedom Fighter Enclave, Opposite Gate 3, Neb Sarai, Ignou Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",Fast Food,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Bikaner Choice,New Delhi,"Shop 10, Sudan Singh Market, Saiyad Ul Ajaib, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bikaner Misthan,New Delhi,"A-96, MB Road, Saiyad Ul Ajaib, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Mithai, Street Food, North Indian, South Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Da Yummy Pizza,New Delhi,"114/2, IGNOU Road, Neb Sarai, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Pizza, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Food Nursary,New Delhi,"A-183, IGNOU Chowk, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Puja Sandwich House,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
PVR Bhojanalay,New Delhi,"117/1, Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Street Food, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Bake Studio,New Delhi,"A/56, Freedom Fighter Enclave, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Blue Tandoor,New Delhi,"A-1, Gate 2, Cariappa Marg, Opposite Saket, Near, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Abdullah Biryani Centre,New Delhi,"IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",Biryani,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Allishan Family Restaurant,New Delhi,"114/1, Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Bhawani Restaurant,New Delhi,"Khasra 59, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
BonJuz,New Delhi,"Flat 2, Plot A-6, Anupam Enclave, Phase 1, Saidulajab Extension, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Healthy Food, Juices",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chawla Chik Inn,New Delhi,"Shop 1, Tiger Lane, Western Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,Yes,No,No,White,Not rated
Foodies,New Delhi,"Shop 21, Paryavaran Complex, Near Vidya Sagar Hospital, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
G+,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",Mithai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Janta Canteen,New Delhi,"Maidangarhi Bus Stand, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Kalka's Food Centre,New Delhi,"Shop 3, B Block, Khasra 24, Opposite Anupam Appartments, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Le Village Pastry Shop,New Delhi,"Ignou Road, Anupam Extention, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Meatwale.com,New Delhi,"Dhankad Market, Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Raw Meats, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Mohit Bakery,New Delhi,"Shop B6, Gali 1, Saidulajab, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Mouthmatics ,New Delhi,"A1/75, Freedom Fighter Enclave, IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Pastry Place,New Delhi,"114/3, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Pho King Awesome,New Delhi,"34 L, Ashoka Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",Asian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
PIE,New Delhi,"A-2, Paryavaran Complex, IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Desserts, Ice Cream, Pizza",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Rasoi - The Indian Zaika,New Delhi,"Paryavaran Complex, Near Vidyasagar Hospital, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Shree Balaji Bhojnalaya,New Delhi,"Maidangarhi Bus Stand, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Smoke Trailer Grill,New Delhi,"15C, Ashoka Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",American,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Sonu Sweets,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Mithai, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Spice Treat,New Delhi,"Lane 3, West End Marg, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Star Restaurant,New Delhi,"Westend Marg, Saidullajab, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Twisted Bakery,New Delhi,"J-107, Western Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Tiffino Mania,New Delhi,"Forest Lane, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","North Indian, Chinese, South Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Yaadgaar,New Delhi,"Gali 2, Neb Sarai, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi","Fast Food, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Pandit Ji Ki Apni Rasoi,New Delhi,"Near Hanuman Dharam Kaanta, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",North Indian,Indian Rupees(Rs.),No,Yes,No,No,Red,Poor
Alam Muradabadi Chicken Biryani,New Delhi,"Main IGNOU Road, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Biryani",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Boheme Bar & Grill,New Delhi,"G-8, Southern Park Mall, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Chinese, Italian",Indian Rupees(Rs.),Yes,Yes,No,No,Orange,Average
Budapest Kitchen & Bar,New Delhi,"Shop 13-17, Gate 3, Garden of Five Senses, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi","Finger Food, North Indian, Continental, Chinese, Italian",Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
Dark House,New Delhi,"Khasra 276, West End Marg, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi","Chinese, Italian, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Henry's Cafe,New Delhi,"69, Main IGNOU Road, Saket, New Delhi",Saket,"Saket, New Delhi","Pizza, North Indian, Continental",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Kathi Zone,New Delhi,"Near Made Easy Coaching Center, Westend Marg, Saiyad Ul Ajaib, Saket, New Delhi",Saket,"Saket, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Kehar Cafe & Restaurant,New Delhi,"A-1, Kehar Singh Estate, Behind Saket Metro Station, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Kumaon Dhaba & Service,New Delhi,"Shop 11, IGNOU Road, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Let'z Eat,New Delhi,"Gate 1, Opposite Freedom Fighter Colony, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Mughlai, Chinese, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Lite Eat Cafe,New Delhi,"West Avenue Marg, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Malabar Dosa Hut,New Delhi,"Shop 4-5, Chawdhary Dayanand Market, IGNOU Road, Saket, New Delhi",Saket,"Saket, New Delhi",South Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
New Red Onion,New Delhi,"Plot 137/1, 1st Floor, Saidulajab, M B Road, Near Saket Metro Station, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
Pizza Hut,New Delhi,"12, PVR Anupam Complex, Community Centre",Saket,"Saket, New Delhi","Italian, Pizza, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
The Tiffin Hut,New Delhi,"C-14, Ambika Apartment, Westend Marg Lane 4, Saidullajab, Saket, New Delhi",Saket,"Saket, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Upper Crust,New Delhi,"Shop 4, Upper Ground Floor, Plot 4, Khasra 132, IGNOU Road, Neb Sarai, Near Saket, New Delhi",Saket,"Saket, New Delhi","Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Touch of Punjab,New Delhi,"Shop 5, IGNOU Road, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Tulicakes,New Delhi,"A63 / 1, Saket, New Delhi",Saket,"Saket, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Wanchai By Kylin,New Delhi,"My Square, Select Citywalk Mall, Saket, New Delhi",Saket,"Saket, New Delhi","Asian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Wow! India,New Delhi,"A-1, Paryavaran Complex, IGNOU Road, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
All About Food,New Delhi,"B-70, Opposite Saket City Hospital, Saket, New Delhi",Saket,"Saket, New Delhi","Chinese, Asian, Mediterranean, Continental",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Costa Coffee,New Delhi,"Ground Floor, DLF Courtyard, Atrium, Saket, New Delhi",Saket,"Saket, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Hey' Sugar Delhi,New Delhi,"Saket, New Delhi",Saket,"Saket, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
India Grill - Hilton Garden Inn,New Delhi,"Hilton Garden Inn, A-4 DLF Place, Saket District Centre, Saket, New Delhi",Saket,"Saket, New Delhi","Continental, Italian, North Indian",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
Jugmug Thela,New Delhi,"Shed 4, Khasra 258, Behind Kuldeep House, Lane 3, Westend Marg, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",Beverages,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Mucchad Di Chai,New Delhi,"Mehrauli Badarpur Road, Saidullajab",Saket,"Saket, New Delhi","Fast Food, Beverages",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
SS ONN THE GO,New Delhi,"My Square Food Court, Select City Walk, Saket, New Delhi",Saket,"Saket, New Delhi",Street Food,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
The Junkyard Cafe,New Delhi,"Plot D-1, Unit 16,17, 30, 31, Ground Floor, Salcon Ras Vilas Mall, District Centre, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Mediterranean, Asian",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
Aradhya Restaurant,New Delhi,"Shop 50, Gali 1, Saiyadulajab, Saket, New Delhi",Saket,"Saket, New Delhi","Chinese, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Nanu Ki Rasoi,New Delhi,"Shop 1, Upper Ground Floor, Main IGNOU Road, Saket, New Delhi",Saket,"Saket, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
PSR Foods,New Delhi,"Khasra 264, Garden of Five Senses Road, Near Saket Metro Station, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Rasoi - The Indian Zaika,New Delhi,"Paryavaran Complex, Near Vidya Sagar Hospital, Saket, New Delhi",Saket,"Saket, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Pizza Corner,New Delhi,"Shop 3, A-4, Anupam Garden, IGNOU Road, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi","Fast Food, Pizza",Indian Rupees(Rs.),No,Yes,No,No,Red,Poor
Wah Ji Wah,New Delhi,"K-3/K-4, Near Gyan Bharti School, Saket, New Delhi",Saket,"Saket, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Red,Poor
Blue Tokai Coffee Roasters,New Delhi,"Khasra 258, Lane 3, Westend Marg, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",Cafe,Indian Rupees(Rs.),No,Yes,No,No,Green,Very Good
